owner,repo,contributor,commits
r-lib,memoise,wch,1
r-lib,memoise,ajdm,1
r-lib,memoise,mpadge,1
r-lib,memoise,coolbutuseless,1
r-lib,memoise,richardkunze,1
r-lib,memoise,xhdong-umd,1
r-lib,objectable,hadley,22
r-lib,objectable,cderv,1
r-lib,objectable,krlmlr,1
r-lib,oldie,lionel-,69
r-lib,osname,gaborcsardi,12
r-lib,pillar,krlmlr,315
r-lib,pillar,hadley,40
r-lib,pillar,batpigandme,4
r-lib,pillar,lionel-,1
r-lib,pillar,rkahne,1
r-lib,pillar,wibeasley,1
r-lib,pingr,gaborcsardi,51
r-lib,pkgapi,krlmlr,34
r-lib,pkgapi,gaborcsardi,17
r-lib,pkgbuild,jimhester,58
r-lib,pkgbuild,hadley,54
r-lib,pkgbuild,gaborcsardi,14
r-lib,pkgbuild,dpastoor,2
r-lib,pkgbuild,richierocks,2
r-lib,pkgbuild,dpprdan,1
r-lib,pkgbuild,krlmlr,1
r-lib,pkgbuild,lionel-,1
r-lib,pkgbuild,lorenzwalthert,1
r-lib,pkgbuild,njtierney,1
r-lib,pkgbuild,sangeetabhatia03,1
r-lib,pkgbuild,theGreatWhiteShark,1
r-lib,pkgcache,gaborcsardi,84
r-lib,pkgcache,jimhester,1
r-lib,pkgconfig,gaborcsardi,70
r-lib,pkgconfig,richfitz,1
r-lib,pkgdepends,gaborcsardi,411
r-lib,pkgdepends,jimhester,5
r-lib,pkgdown,hadley,1001
r-lib,pkgdown,jayhesselberth,117
r-lib,pkgdown,krlmlr,25
r-lib,pkgdown,renozao,11
r-lib,pkgdown,jranke,10
r-lib,pkgdown,jimhester,9
r-lib,pkgdown,wch,9
r-lib,pkgdown,adrtod,9
r-lib,pkgdown,randy3k,8
r-lib,pkgdown,nealrichardson,6
r-lib,pkgdown,bastistician,6
r-lib,pkgdown,Bisaloo,6
r-lib,pkgdown,cderv,5
r-lib,pkgdown,Enchufa2,5
r-lib,pkgdown,batpigandme,5
r-lib,pkgdown,jcheng5,5
r-lib,pkgdown,andrie,4
r-lib,pkgdown,jennybc,4
r-lib,pkgdown,yiluheihei,4
r-lib,pkgdown,katrinleinweber,3
r-lib,pkgdown,AdrianHordyk,2
r-lib,pkgdown,edgararuiz,2
r-lib,pkgdown,maelle,2
r-lib,pkgdown,goldingn,2
r-lib,pkgdown,gaborcsardi,2
r-lib,pkgdown,agrueneberg,1
r-lib,pkgdown,aoles,1
r-lib,pkgdown,crew102,1
r-lib,pkgdown,corybrunson,1
r-lib,pkgdown,dfalbel,1
r-lib,pkgdown,davebraze,1
r-lib,pkgdown,DavisVaughan,1
r-lib,pkgdown,espinielli,1
r-lib,pkgdown,privefl,1
r-lib,pkgdown,jefferis,1
r-lib,pkgdown,Guilz,1
r-lib,pkgdown,ijlyttle,1
r-lib,pkgdown,czeildi,1
r-lib,pkgdown,jeroenjanssens,1
r-lib,pkgdown,jthurner,1
r-lib,pkgdown,lgatto,1
r-lib,pkgdown,lionel-,1
r-lib,pkgdown,lbusett,1
r-lib,pkgdown,LiNk-NY,1
r-lib,pkgdown,maxheld83,1
r-lib,pkgdown,noamross,1
r-lib,pkgdown,pat-s,1
r-lib,pkgdown,flying-sheep,1
r-lib,pkgdown,RLesur,1
r-lib,pkgdown,RyanHope,1
r-lib,pkgdown,tjmahr,1
r-lib,pkgdown,ThierryO,1
r-lib,pkgdown,wenjie2wang,1
r-lib,pkgdown,wibeasley,1
r-lib,pkgdown,yihui,1
r-lib,pkgdown,dracodoc,1
r-lib,pkgdown,njahn82,1
r-lib,pkgdown,nbenn,1
r-lib,pkgdown,newtux,1
r-lib,pkgdown,yutannihilation,1
r-lib,pkginstall,jimhester,97
r-lib,pkginstall,gaborcsardi,78
r-lib,pkginstall,krlmlr,3
r-lib,pkginstall,hadley,1
r-lib,pkginstall,batpigandme,1
r-lib,pkgload,hadley,443
r-lib,pkgload,wch,208
r-lib,pkgload,jimhester,143
r-lib,pkgload,Geoff99,12
r-lib,pkgload,yoni,9
r-lib,pkgload,robertzk,6
r-lib,pkgload,yiufung,6
r-lib,pkgload,kohske,6
r-lib,pkgload,krlmlr,6
r-lib,pkgload,bpbond,4
r-lib,pkgload,jiho,4
r-lib,pkgload,HenrikBengtsson,4
r-lib,pkgload,kevinushey,3
r-lib,pkgload,ncarchedi,3
r-lib,pkgload,adrtod,2
r-lib,pkgload,jjallaire,2
r-lib,pkgload,karl-forner-quartz-bio,2
r-lib,pkgload,lionel-,2
r-lib,pkgload,rmflight,2
r-lib,pkgload,craigcitro,2
r-lib,pkgload,gaborcsardi,2
r-lib,pkgload,jennybc,2
r-lib,pkgload,pitakakariki,2
r-lib,pkgload,benmarwick,1
r-lib,pkgload,BrianDiggs,1
r-lib,pkgload,edwindj,1
r-lib,pkgload,imanuelcostigan,1
r-lib,pkgload,isteves,1
r-lib,pkgload,ashander,1
r-lib,pkgload,jrnold,1
r-lib,pkgload,lorenzwalthert,1
r-lib,pkgload,philchalmers,1
r-lib,pkgload,richfitz,1
r-lib,pkgload,shabbychef,1
r-lib,pkgload,kalibera,1
r-lib,pkgload,vspinu,1
r-lib,pkgload,yihui,1
r-lib,pkgload,jlburkhead,1
r-lib,pkgload,lev-kuznetsov,1
r-lib,pkgman,gaborcsardi,74
r-lib,pkgman,jimhester,29
r-lib,pkgman,dpastoor,1
r-lib,prettycode,gaborcsardi,23
r-lib,processx,gaborcsardi,579
r-lib,processx,wch,74
r-lib,processx,hadley,2
r-lib,processx,davechilders,1
r-lib,processx,jeroen,1
r-lib,processx,kendonB,1
r-lib,processx,IronistM,1
r-lib,processx,dominik-handler,1
r-lib,progress,gaborcsardi,210
r-lib,progress,jimhester,9
r-lib,progress,mllg,3
r-lib,progress,richfitz,2
r-lib,progress,snaut,2
r-lib,progress,chendaniely,1
r-lib,progress,MHenderson,1
r-lib,progress,devillemereuil,1
r-lib,ps,gaborcsardi,335
r-lib,ps,QuLogic,3
r-lib,ps,batpigandme,1
r-lib,R6,wch,411
r-lib,R6,gaborcsardi,10
r-lib,R6,hadley,7
r-lib,R6,richierocks,3
r-lib,R6,batpigandme,2
r-lib,R6,oscardelama,2
r-lib,R6,ColinFay,1
r-lib,R6,davharris,1
r-lib,R6,jefferis,1
r-lib,R6,jranke,1
r-lib,rappdirs,hadley,35
r-lib,rappdirs,trevorld,27
r-lib,rappdirs,jefferis,23
r-lib,rappdirs,gaborcsardi,4
r-lib,rcmdcheck,gaborcsardi,181
r-lib,rcmdcheck,hadley,33
r-lib,rcmdcheck,jimhester,3
r-lib,rcmdcheck,krlmlr,3
r-lib,rcmdcheck,jennybc,1
r-lib,rcmdcheck,pat-s,1
r-lib,rematch2,gaborcsardi,59
r-lib,rematch2,brodieG,2
r-lib,rematch2,jennybc,2
r-lib,remotes,gaborcsardi,322
r-lib,remotes,jimhester,180
r-lib,remotes,krlmlr,9
r-lib,remotes,overmar,5
r-lib,remotes,jennybc,3
r-lib,remotes,ankane,2
r-lib,remotes,HenrikBengtsson,2
r-lib,remotes,bleutner,1
r-lib,remotes,cderv,1
r-lib,remotes,Dasonk,1
r-lib,remotes,dmurdoch,1
r-lib,remotes,yutannihilation,1
r-lib,remotes,joshuaulrich,1
r-lib,remotes,kevinushey,1
r-lib,remotes,kirillseva,1
r-lib,remotes,rcannood,1
r-lib,remotes,wibeasley,1
r-lib,remotes,hadley,1
r-lib,revdepcheck,hadley,114
r-lib,revdepcheck,gaborcsardi,89
r-lib,revdepcheck,krlmlr,18
r-lib,revdepcheck,jimhester,5
r-lib,revdepcheck,lionel-,4
r-lib,revdepcheck,HenrikBengtsson,3
r-lib,revdepcheck,vspinu,1
r-lib,rlang,lionel-,2636
r-lib,rlang,hadley,283
r-lib,rlang,krlmlr,31
r-lib,rlang,egnha,6
r-lib,rlang,jimhester,5
r-lib,rlang,osorensen,5
r-lib,rlang,romainfrancois,4
r-lib,rlang,jennybc,4
r-lib,rlang,mikmart,3
r-lib,rlang,kevinykuo,3
r-lib,rlang,yutannihilation,2
r-lib,rlang,batpigandme,2
r-lib,rlang,matthieugomez,2
r-lib,rlang,gaborcsardi,2
r-lib,rlang,akbertram,1
r-lib,rlang,benmarwick,1
r-lib,rlang,dan87134,1
r-lib,rlang,dpastoor,1
r-lib,rlang,EdwinTh,1
r-lib,rlang,jefferis,1
r-lib,rlang,henningsway,1
r-lib,rlang,jan-glx,1
r-lib,rlang,karldw,1
r-lib,rlang,maurolepore,1
r-lib,rlang,pkq,1
r-lib,rlang,saghirb,1
r-lib,rlang,uribo,1
r-lib,rlang,kalibera,1
r-lib,rlang,jrnold,1
r-lib,rlang,tareefk,1
r-lib,rlang,yiluheihei,1
r-lib,roxygen2md,krlmlr,68
r-lib,roxygen2md,alexpghayes,3
r-lib,roxygen2md,batpigandme,1
r-lib,rprojroot,krlmlr,219
r-lib,rprojroot,karldw,3
r-lib,rprojroot,batpigandme,2
r-lib,rprojroot,Rekyt,1
r-lib,rprojroot,uribo,1
r-lib,scales,hadley,249
r-lib,scales,dpseidel,48
r-lib,scales,wch,29
r-lib,scales,karawoo,11
r-lib,scales,BrianDiggs,9
r-lib,scales,jcheng5,9
r-lib,scales,dougmitarotonda,8
r-lib,scales,clauswilke,7
r-lib,scales,zeehio,6
r-lib,scales,larmarange,6
r-lib,scales,jiho,5
r-lib,scales,jimhester,4
r-lib,scales,batpigandme,4
r-lib,scales,aaronwolen,4
r-lib,scales,jrnold,4
r-lib,scales,ThierryO,3
r-lib,scales,dvmlls,3
r-lib,scales,billdenney,2
r-lib,scales,mikmart,2
r-lib,scales,AndreaCirilloAC,1
r-lib,scales,cwickham,1
r-lib,scales,lepennec,1
r-lib,scales,hmalmedal,1
r-lib,scales,kohske,1
r-lib,scales,LluisRamon,1
r-lib,scales,foo-bar-baz-qux,1
r-lib,scales,yihui,1
r-lib,scales,seaaan,1
r-lib,sessioninfo,gaborcsardi,49
r-lib,sessioninfo,jennybc,2
r-lib,sessioninfo,patperry,2
r-lib,sessioninfo,HenrikBengtsson,1
r-lib,sessioninfo,jimhester,1
r-lib,sessioninfo,llrs,1
r-lib,sessioninfo,topepo,1
r-lib,sessioninfo,hadley,1
r-lib,showimage,gaborcsardi,25
r-lib,sloop,hadley,65
r-lib,sloop,jimhester,1
r-lib,sloop,krlmlr,1
r-lib,styler,lorenzwalthert,980
r-lib,styler,krlmlr,222
r-lib,styler,jonmcalder,26
r-lib,styler,jimhester,17
r-lib,styler,yutannihilation,4
r-lib,styler,katrinleinweber,2
r-lib,styler,devSJR,2
r-lib,svglite,hadley,183
r-lib,svglite,lionel-,83
r-lib,svglite,yixuan,51
r-lib,svglite,timelyportfolio,13
r-lib,svglite,davidgohel,10
r-lib,svglite,mdecorde,3
r-lib,svglite,hmalmedal,2
r-lib,svglite,tjake,1
r-lib,svglite,jimhester,1
r-lib,tar,gaborcsardi,5
r-lib,tar,richfitz,1
r-lib,testthat,hadley,843
r-lib,testthat,kevinushey,64
r-lib,testthat,karl-forner-quartz-bio,33
r-lib,testthat,jimhester,32
r-lib,testthat,krlmlr,31
r-lib,testthat,nealrichardson,11
r-lib,testthat,dirkschumacher,10
r-lib,testthat,craigcitro,6
r-lib,testthat,mbojan,5
r-lib,testthat,crowding,5
r-lib,testthat,kalibera,5
r-lib,testthat,windelinckx,5
r-lib,testthat,jennybc,5
r-lib,testthat,dkesh,4
r-lib,testthat,brodieG,4
r-lib,testthat,gaborcsardi,4
r-lib,testthat,trestletech,4
r-lib,testthat,kforner,3
r-lib,testthat,jonclayden,2
r-lib,testthat,jmcphers,2
r-lib,testthat,batpigandme,2
r-lib,testthat,wibeasley,2
r-lib,testthat,maxheld83,2
r-lib,testthat,akbertram,1
r-lib,testthat,azvoleff,1
r-lib,testthat,agrueneberg,1
r-lib,testthat,bquast,1
r-lib,testthat,berndbischl,1
r-lib,testthat,billdenney,1
r-lib,testthat,BarkleyBG,1
r-lib,testthat,cboettig,1
r-lib,testthat,Sharpie,1
r-lib,testthat,dlebauer,1
r-lib,testthat,mawds,1
r-lib,testthat,langholz,1
r-lib,testthat,FrancoisGuillem,1
r-lib,testthat,jefferis,1
r-lib,testthat,yutannihilation,1
r-lib,testthat,ijlyttle,1
r-lib,testthat,czeildi,1
r-lib,testthat,jcheng5,1
r-lib,testthat,jdblischak,1
r-lib,testthat,jlehtoma,1
r-lib,testthat,jrosen48,1
r-lib,testthat,kbroman,1
r-lib,testthat,katrinleinweber,1
r-lib,testthat,kenahoo,1
r-lib,testthat,Kevin-M-Smith,1
r-lib,testthat,lmullen,1
r-lib,testthat,lionel-,1
r-lib,testthat,LluisRamon,1
r-lib,testthat,mllg,1
r-lib,testthat,mikelove,1
r-lib,testthat,paulstaab,1
r-lib,testthat,ruaridhw,1
r-lib,testthat,seankross,1
r-lib,testthat,sje30,1
r-lib,testthat,lianos,1
r-lib,testthat,vspinu,1
r-lib,testthat,wch,1
r-lib,testthat,andrewdolman,1
r-lib,testthat,bblette1,1
r-lib,testthat,juancentro,1
r-lib,testthat,leeper,1
r-lib,testthat,tbates,1
r-lib,testthat,yui-knk,1
r-lib,testthat,lbartnik,1
r-lib,tracer,gaborcsardi,61
r-lib,tracer,jimhester,1
r-lib,tracer,krlmlr,1
r-lib,usethis,hadley,688
r-lib,usethis,jennybc,327
r-lib,usethis,wch,186
r-lib,usethis,jimhester,69
r-lib,usethis,batpigandme,22
r-lib,usethis,krlmlr,15
r-lib,usethis,Geoff99,12
r-lib,usethis,yoni,6
r-lib,usethis,kevinushey,6
r-lib,usethis,kohske,6
r-lib,usethis,cderv,4
r-lib,usethis,ijlyttle,4
r-lib,usethis,dchiu911,3
r-lib,usethis,EmilHvitfeldt,3
r-lib,usethis,hmalmedal,3
r-lib,usethis,ncarchedi,3
r-lib,usethis,robertzk,3
r-lib,usethis,craigcitro,3
r-lib,usethis,adrtod,2
r-lib,usethis,bquast,2
r-lib,usethis,bpbond,2
r-lib,usethis,daattali,2
r-lib,usethis,jiho,2
r-lib,usethis,karl-forner-quartz-bio,2
r-lib,usethis,karthik,2
r-lib,usethis,lorenzwalthert,2
r-lib,usethis,maurolepore,2
r-lib,usethis,maelle,2
r-lib,usethis,rmflight,2
r-lib,usethis,uribo,2
r-lib,usethis,HenrikBengtsson,2
r-lib,usethis,gaborcsardi,2
r-lib,usethis,adam-gruer,1
r-lib,usethis,onlymee,1
r-lib,usethis,benmarwick,1
r-lib,usethis,brendan-r,1
r-lib,usethis,BrianDiggs,1
r-lib,usethis,dpprdan,1
r-lib,usethis,dougmet,1
r-lib,usethis,dragosmg,1
r-lib,usethis,gvegayon,1
r-lib,usethis,imanuelcostigan,1
r-lib,usethis,jjallaire,1
r-lib,usethis,jayhesselberth,1
r-lib,usethis,jrnold,1
r-lib,usethis,jeroen,1
r-lib,usethis,jdblischak,1
r-lib,usethis,jonocarroll,1
r-lib,usethis,lmullen,1
r-lib,usethis,llrs,1
r-lib,usethis,lbusett,1
r-lib,usethis,malcolmbarrett,1
r-lib,usethis,LiNk-NY,1
r-lib,usethis,markdly,1
r-lib,usethis,martinjhnhadley,1
r-lib,usethis,mixtrak,1
r-lib,usethis,mine-cetinkaya-rundel,1
r-lib,usethis,PeteHaitch,1
r-lib,usethis,richfitz,1
r-lib,usethis,rorynolan,1
r-lib,usethis,kiwiroy,1
r-lib,usethis,boshek,1
r-lib,usethis,s-fleck,1
r-lib,usethis,shabbychef,1
r-lib,usethis,tjmahr,1
r-lib,usethis,kalibera,1
r-lib,usethis,vnijs,1
r-lib,usethis,yihui,1
r-lib,usethis,bfgray3,1
r-lib,usethis,jlburkhead,1
r-lib,usethis,lindbrook,1
r-lib,usethis,seankross,1
r-lib,vctrs,hadley,523
r-lib,vctrs,DavisVaughan,7
r-lib,vctrs,romainfrancois,3
r-lib,vctrs,echasnovski,2
r-lib,vctrs,gergness,1
r-lib,vctrs,yutannihilation,1
r-lib,vctrs,krlmlr,1
r-lib,vctrs,batpigandme,1
r-lib,whoami,gaborcsardi,43
r-lib,whoami,maelle,6
r-lib,withr,jimhester,177
r-lib,withr,krlmlr,15
r-lib,withr,richierocks,7
r-lib,withr,lionel-,4
r-lib,withr,hadley,2
r-lib,withr,gaborcsardi,1
r-lib,withr,javierluraschi,1
r-lib,withr,mtmorgan,1
r-lib,withr,romainfrancois,1
r-lib,withr,siddharthab,1
r-lib,xml2,jimhester,311
r-lib,xml2,hadley,180
r-lib,xml2,jeroen,66
r-lib,xml2,sjp,7
r-lib,xml2,peterfoley605,6
r-lib,xml2,jennybc,2
r-lib,xml2,batpigandme,2
r-lib,xml2,heckendorfc,2
r-lib,xml2,dpastoor,1
r-lib,xml2,ddiez,1
r-lib,xml2,gaborcsardi,1
r-lib,xml2,jayhesselberth,1
r-lib,xml2,KZARCA,1
r-lib,xml2,darrkj,1
r-lib,xml2,renkun-ken,1
r-lib,xml2,patperu,1
r-lib,xml2,richfitz,1
r-lib,xml2,smbache,1
r-lib,xml2,shabbychef,1
r-lib,xmlparsedata,gaborcsardi,45
r-lib,xmlparsedata,GregoireGauriot,2
r-lib,xmlparsedata,batpigandme,1
r-lib,xopen,gaborcsardi,20
r-lib,zeallot,nteetor,151
r-lib,zeallot,pteetor,5
r-lib,zip,gaborcsardi,39
r-dbi,bigrquery,hadley,308
r-dbi,bigrquery,craigcitro,39
r-dbi,bigrquery,BrianWeinstein,7
r-dbi,bigrquery,jarodmeng,5
r-dbi,bigrquery,nathangoulding,5
r-dbi,bigrquery,realAkhmed,4
r-dbi,bigrquery,byapparov,3
r-dbi,bigrquery,davidadamsphd,2
r-dbi,bigrquery,krlmlr,2
r-dbi,bigrquery,batpigandme,2
r-dbi,bigrquery,totogo,2
r-dbi,bigrquery,backlin,1
r-dbi,bigrquery,edgararuiz,1
r-dbi,bigrquery,j450h1,1
r-dbi,bigrquery,jennybc,1
r-dbi,bigrquery,mpancia,1
r-dbi,bigrquery,drewlanenga,1
r-dbi,bigrquery,ras44,1
r-dbi,DBI,krlmlr,674
r-dbi,DBI,hadley,128
r-dbi,DBI,hannesmuehleisen,28
r-dbi,DBI,bborgesr,17
r-dbi,DBI,wibeasley,4
r-dbi,DBI,yutannihilation,2
r-dbi,DBI,renkun-ken,2
r-dbi,DBI,raffscallion,2
r-dbi,DBI,anhqle,1
r-dbi,DBI,jimhester,1
r-dbi,DBI,aryoda,1
r-dbi,DBI,mdsumner,1
r-dbi,DBI,mvkorpel,1
r-dbi,DBI,richfitz,1
r-dbi,DBItest,krlmlr,695
r-dbi,DBItest,hoesler,16
r-dbi,DBItest,jimhester,4
r-dbi,DBItest,imanuelcostigan,3
r-dbi,DBItest,thrasibule,1
r-dbi,DBItest,jonmcalder,1
r-dbi,odbc,jimhester,617
r-dbi,odbc,devbww,73
r-dbi,odbc,devjgm,58
r-dbi,odbc,jmcphers,21
r-dbi,odbc,hadley,9
r-dbi,odbc,edgararuiz,6
r-dbi,odbc,javierluraschi,4
r-dbi,odbc,krlmlr,4
r-dbi,odbc,khotilov,3
r-dbi,odbc,jeroen,2
r-dbi,odbc,wibeasley,2
r-dbi,odbc,hoxo-m,2
r-dbi,odbc,aryoda,1
r-dbi,odbc,jschelbert,1
r-dbi,odbc,blairj09,1
r-dbi,odbc,jonmcalder,1
r-dbi,odbc,kylelundstedt,1
r-dbi,odbc,lberki,1
r-dbi,odbc,mnel,1
r-dbi,RKazam,krlmlr,21
r-dbi,RMariaDB,krlmlr,437
r-dbi,RMariaDB,hadley,184
r-dbi,RMariaDB,jeroen,134
r-dbi,RMariaDB,jeffreyhorner,20
r-dbi,RMariaDB,peternowee,10
r-dbi,RMariaDB,nbenn,6
r-dbi,RMariaDB,gagern,4
r-dbi,RMariaDB,gaborcsardi,3
r-dbi,RMariaDB,ggrothendieck,2
r-dbi,RMariaDB,jph98,2
r-dbi,RMariaDB,rjoomen,2
r-dbi,RMariaDB,renkun-ken,1
r-dbi,RMariaDB,mcol,1
r-dbi,RMariaDB,noahwilliamsson,1
r-dbi,RMariaDB,stevenranney,1
r-dbi,RMariaDB,jinzhen-lin,1
r-dbi,RMySQL,jeroen,162
r-dbi,RMySQL,hadley,102
r-dbi,RMySQL,jeffreyhorner,20
r-dbi,RMySQL,gagern,4
r-dbi,RMySQL,ggrothendieck,2
r-dbi,RMySQL,jph98,2
r-dbi,RMySQL,rjoomen,2
r-dbi,RMySQL,gaborcsardi,1
r-dbi,RPostgres,krlmlr,459
r-dbi,RPostgres,hadley,111
r-dbi,RPostgres,jeroen,35
r-dbi,RPostgres,thrasibule,31
r-dbi,RPostgres,JackStat,14
r-dbi,RPostgres,etiennebr,7
r-dbi,RPostgres,zozlak,6
r-dbi,RPostgres,jaredk-porch,3
r-dbi,RPostgres,mmuurr,3
r-dbi,RPostgres,jimhester,2
r-dbi,RPostgres,robertzk,2
r-dbi,RPostgres,Altons,1
r-dbi,RPostgres,ClaytonJY,1
r-dbi,RPostgres,daattali,1
r-dbi,RPostgres,hrbrmstr,1
r-dbi,RPostgres,usman-r,1
r-dbi,RSQLite,krlmlr,1127
r-dbi,RSQLite,hadley,382
r-dbi,RSQLite,wibeasley,18
r-dbi,RSQLite,seth,8
r-dbi,RSQLite,jjallaire,5
r-dbi,RSQLite,mkuhn,5
r-dbi,RSQLite,jeroen,3
r-dbi,RSQLite,bbroeksema,1
r-dbi,RSQLite,jimhester,1
r-dbi,RSQLite,mtmorgan,1
r-dbi,RSQLite,tigertoes,1
r-dbi,SQL,hadley,37
tidymodels,broom,alexpghayes,227
tidymodels,broom,dgrtwo,124
tidymodels,broom,dchiu911,50
tidymodels,broom,mdlincoln,34
tidymodels,broom,hughjonesd,28
tidymodels,broom,jgabry,26
tidymodels,broom,bbolker,19
tidymodels,broom,MatthieuStigler,11
tidymodels,broom,medinali,10
tidymodels,broom,nutterb,10
tidymodels,broom,mkuehn10,8
tidymodels,broom,larmarange,7
tidymodels,broom,thisisnic,6
tidymodels,broom,corybrunson,6
tidymodels,broom,mbojan,5
tidymodels,broom,briatte,4
tidymodels,broom,hmalmedal,4
tidymodels,broom,hadley,4
tidymodels,broom,jrnold,4
tidymodels,broom,PirateGrunt,4
tidymodels,broom,jayhesselberth,4
tidymodels,broom,atheriel,3
tidymodels,broom,dmenne,3
tidymodels,broom,jenzopr,3
tidymodels,broom,jimhester,3
tidymodels,broom,lukesonnet,3
tidymodels,broom,zeehio,3
tidymodels,broom,adibender,3
tidymodels,broom,bfgray3,3
tidymodels,broom,pkq,3
tidymodels,broom,bschneidr,3
tidymodels,broom,bensoltoff,2
tidymodels,broom,erleholgersen,2
tidymodels,broom,lepennec,2
tidymodels,broom,gavinsimpson,2
tidymodels,broom,haozhu233,2
tidymodels,broom,batpigandme,2
tidymodels,broom,mjskay,2
tidymodels,broom,topepo,2
tidymodels,broom,pjpaulpj,2
tidymodels,broom,paul-buerkner,2
tidymodels,broom,setempler,2
tidymodels,broom,junkka,2
tidymodels,broom,ellessenne,1
tidymodels,broom,andrewjlm,1
tidymodels,broom,billdenney,1
tidymodels,broom,bmannakee,1
tidymodels,broom,stillmatic,1
tidymodels,broom,drsimonj,1
tidymodels,broom,atyre2,1
tidymodels,broom,ethchr,1
tidymodels,broom,yutannihilation,1
tidymodels,broom,Hong-Revo,1
tidymodels,broom,jmuhlenkamp,1
tidymodels,broom,jiho,1
tidymodels,broom,jennybc,1
tidymodels,broom,jbiesanz,1
tidymodels,broom,cimentadaj,1
tidymodels,broom,josue-rodriguez,1
tidymodels,broom,KZARCA,1
tidymodels,broom,karldw,1
tidymodels,broom,lmullen,1
tidymodels,broom,lselzer,1
tidymodels,broom,lwjohnst86,1
tidymodels,broom,MarcusWalz,1
tidymodels,broom,mattle24,1
tidymodels,broom,m-sostero,1
tidymodels,broom,michaelweylandt,1
tidymodels,broom,mvevans89,1
tidymodels,broom,rtaph,1
tidymodels,broom,ShreyasSingh,1
tidymodels,broom,helix123,1
tidymodels,broom,jarvisc1,1
tidymodels,broom,mariusbarth,1
tidymodels,broom,puterleat,1
tidymodels,broom,shabbybanks,1
tidymodels,broom,wilsonfreitas,1
tidymodels,dials,topepo,81
tidymodels,dials,DavisVaughan,2
tidymodels,embed,topepo,90
tidymodels,embed,artichaud1,2
tidymodels,embed,DavisVaughan,1
tidymodels,embed,eddelbuettel,1
tidymodels,infer,ismayc,590
tidymodels,infer,andrewpbray,236
tidymodels,infer,echasnovski,62
tidymodels,infer,beanumber,18
tidymodels,infer,rudeboybert,11
tidymodels,infer,PirateGrunt,5
tidymodels,infer,nicksolomon,4
tidymodels,infer,mine-cetinkaya-rundel,4
tidymodels,infer,richierocks,3
tidymodels,infer,jimrothstein,2
tidymodels,infer,corinne-riddell,1
tidymodels,infer,nfultz,1
tidymodels,infer,alexpghayes,1
tidymodels,infer,topepo,1
tidymodels,parsnip,topepo,426
tidymodels,parsnip,DavisVaughan,41
tidymodels,parsnip,grayskripko,3
tidymodels,parsnip,artichaud1,2
tidymodels,parsnip,andrie,1
tidymodels,parsnip,hlynurhallgrims,1
tidymodels,parsnip,ledell,1
tidymodels,probably,DavisVaughan,91
tidymodels,probably,topepo,10
tidymodels,recipes,topepo,566
tidymodels,recipes,DavisVaughan,33
tidymodels,recipes,alexpghayes,22
tidymodels,recipes,EdwinTh,20
tidymodels,recipes,EmilHvitfeldt,12
tidymodels,recipes,terrytangyuan,7
tidymodels,recipes,jrnold,6
tidymodels,recipes,lawwu,3
tidymodels,recipes,lionel-,3
tidymodels,recipes,artichaud1,3
tidymodels,recipes,batpigandme,2
tidymodels,recipes,jameslairdsmith,1
tidymodels,recipes,lorenzwalthert,1
tidymodels,recipes,michaellevy,1
tidymodels,recipes,fxdlmatt,1
tidymodels,recipes,karissawhiting,1
tidymodels,recipes,rudeboybert,1
tidymodels,recipes,tareefk,1
tidymodels,rsample,topepo,154
tidymodels,rsample,DavisVaughan,12
tidymodels,rsample,ClaytonJY,7
tidymodels,rsample,batpigandme,2
tidymodels,rsample,abichat,1
tidymodels,rsample,EdwinTh,1
tidymodels,rsample,duju211,1
tidymodels,rsample,LluisRamon,1
tidymodels,rsample,timtrice,1
tidymodels,textrecipes,EmilHvitfeldt,85
tidymodels,textrecipes,topepo,4
tidymodels,textrecipes,kanishkamisra,2
tidymodels,textrecipes,DavisVaughan,1
tidymodels,tidymodels,topepo,53
tidymodels,tidyposterior,topepo,111
tidymodels,tidyposterior,aeklant,1
tidymodels,tidyposterior,ezequielpaura,1
tidymodels,tidyposterior,lawwu,1
tidymodels,yardstick,DavisVaughan,180
tidymodels,yardstick,topepo,82
tidymodels,yardstick,ClaytonJY,6
tidymodels,yardstick,pierreroudier,5
tidymodels,yardstick,llrs,1
tidymodels,yardstick,batpigandme,1
tidymodels,yardstick,tereom,1
tidymodels,yardstick,schoonees,1
